ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product_importance_encoded,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Gender_M,Cost_per_gram,Discount_percentage,Customer_engagement,Is_expensive,Prior_purchases_category_encoded
17,-0.5,4,-0.8658536585365854,-1.0,-0.1666666666666666,-0.9204173804703316,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-10.879934132022322,-124.24242424242418,-2.0,0,2
18,0.5,5,0.1585365853658536,0.0,2.0,-0.0613611586980221,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.16890051678018017,172.63157894736844,2.5,1,2
19,0.5,5,0.3048780487804878,0.0,1.8333333333333333,-0.5151845506930385,1,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6288538230708359,140.49844236760123,2.5,1,2
20,0.0,5,-0.8414634146341463,0.0,2.0,-0.9624669054664382,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-22.419238943426752,1261.5384615384614,0.0,0,2
21,-0.5,3,-0.6463414634146342,-1.0,2.0,-0.8185640865908737,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3.562367842562545,565.5172413793105,-1.5,0,2
22,-0.5,1,0.2195121951219512,1.0,2.0,-0.389347453667653,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3594715136133763,164.0,-0.5,1,0
23,-1.0,5,-0.7073170731707317,-1.0,-0.8333333333333334,-0.7472356330789597,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-2.7983258945343614,-284.7222222222222,-5.0,0,2
24,0.0,3,-0.0365853658536585,0.0,0.8333333333333334,-0.0707054975860457,1,2,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.039368968350316946,86.49789029535864,0.0,0,2
25,0.0,5,0.4512195121951219,-1.0,2.0,-0.1831490422052639,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5523890348531701,137.81512605042016,0.0,1,2
26,-0.5,1,0.1341463414634146,1.0,2.0,-0.2033951097959819,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.16839758720167838,176.3440860215054,-0.5,1,0
27,0.0,1,-0.5121951219512195,0.0,2.0,-0.9602865597258994,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-12.89727403156384,410.00000000000006,0.0,0,2
28,0.5,1,-0.6341463414634146,0.0,2.0,-0.8453511914032082,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-4.100557561466854,546.6666666666666,0.5,0,2
29,-1.0,3,0.2439024390243902,1.0,2.0,-0.3161501323781343,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.3566607973071304,160.7843137254902,-3.0,1,0
30,0.5,4,-0.3780487804878049,-1.0,2.0,-0.1027877277682604,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.4213593507224779,321.5686274509804,2.0,0,2
31,-0.5,4,0.6341463414634146,-1.0,2.0,-0.4385609718112443,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.1295017083319236,122.38805970149254,-2.0,1,2
32,0.5,3,0.524390243902439,-1.0,2.0,-0.2516741940507709,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.700751249968275,131.20000000000002,1.5,1,2
33,-0.5,1,0.1097560975609756,0.0,2.0,-0.1102631988786793,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12335793846298342,180.2197802197802,-0.5,1,2
34,0.0,2,0.2439024390243902,0.0,-0.5,-0.2765924310855007,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.33715770957494284,-40.19607843137255,0.0,1,2
35,0.0,2,0.1585365853658536,1.0,2.0,-0.5260862793957327,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.33452626179235817,172.63157894736844,0.0,1,0
36,0.5,4,-0.7926829268292683,0.0,2.0,-0.7282354773399782,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.916800614997554,964.7058823529413,2.0,0,2
37,-0.5,5,-0.9390243902439024,1.0,2.0,-0.8322691169599751,1,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-5.5983988948524575,3279.999999999997,-2.5,0,0
38,-1.0,4,-0.4024390243902439,2.5,1.5,-0.1694440118361626,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.48454171678412833,251.0204081632653,-4.0,0,1
39,0.5,1,0.0121951219512195,1.0,2.0,-0.0760006229559258,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.013198192828043217,197.59036144578312,0.5,1,0
40,0.0,2,0.6707317073170732,2.0,2.0,-0.5500700825416602,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.4907470725797602,119.70802919708028,0.0,1,0
41,0.5,1,0.1585365853658536,-1.0,1.3333333333333333,-0.1093287649898769,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.17799675024202585,115.08771929824562,0.5,1,2
42,0.5,5,-0.9146341463414634,1.0,2.0,-0.8983024451020091,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-8.993668994882908,2342.8571428571436,2.5,0,0
43,-0.5,5,-0.9390243902439024,-1.0,2.0,-0.7793178632611742,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-4.2550992305971045,3279.999999999997,-2.5,0,2
44,-0.5,1,-0.4878048780487805,-1.0,2.0,-0.8076623578881794,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-2.5361903821467364,390.4761904761905,-0.5,0,2
45,-0.5,1,-0.7682926829268293,-1.0,2.0,-0.8786793334371593,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-6.332743667616394,863.1578947368421,-0.5,0,2
46,0.5,1,-0.048780487804878,0.0,0.3333333333333333,-0.3753309453356175,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07809013019075584,35.04273504273504,0.5,0,2
47,-0.5,4,-0.5487804878048781,1.0,2.0,-0.9045320043606916,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-5.748318943222065,443.2432432432432,-2.0,0,0
48,0.5,1,-0.6585365853658537,-1.0,2.0,-0.801432798629497,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-3.316441893830704,585.7142857142858,0.5,0,2
49,0.5,4,-0.2926829268292683,-1.0,0.3333333333333333,-0.1233452733219124,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.33386339903548257,47.12643678160919,2.0,0,2
50,0.5,3,0.024390243902439,0.0,2.0,-0.6238903597570472,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.06484876028884506,195.23809523809524,1.5,1,2
51,0.0,1,-0.3780487804878049,0.0,2.0,-0.656284067902196,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0998872766253718,321.5686274509804,0.0,0,2
52,0.0,4,-0.8902439024390244,0.0,2.0,-0.7519078025229715,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-3.588359132178893,1822.2222222222224,0.0,0,2
53,0.0,3,-0.5975609756097561,0.0,2.0,-0.8811711571406323,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-5.028753636160215,496.969696969697,0.0,0,2
54,-1.0,1,-0.5365853658536586,0.0,2.0,-0.9409749260239838,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-9.090803784027287,431.57894736842104,-1.0,0,2
55,0.0,3,-0.1341463414634146,0.0,0.8333333333333334,-0.1900015573898146,1,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.16561308566363872,96.24413145539906,0.0,0,2
56,-1.0,5,0.3902439024390244,2.0,2.0,-0.5332502725432176,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.8360881206409662,143.859649122807,-5.0,1,0
57,-0.5,3,0.2926829268292683,0.0,2.0,-0.3279862949696309,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4355311872933329,154.71698113207546,-1.5,1,2
58,-0.5,3,-0.2560975609756097,0.0,2.0,-0.2167886622021492,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.326983980716721,268.8524590163934,-1.5,0,2
59,0.5,5,-0.8902439024390244,0.0,2.0,-0.8665316928827286,1,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-6.670077126675586,1822.2222222222224,2.5,0,2
60,0.0,1,-0.7804878048780488,0.0,1.6666666666666667,-0.6933499454913565,1,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.5452068030075936,759.2592592592594,0.0,0,2
61,-0.5,1,0.0853658536585365,0.0,2.0,-0.4220526397757358,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1477052401890226,184.26966292134836,-0.5,1,2
62,-0.5,3,-0.4268292682926829,0.0,2.0,-0.93163058713596,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-6.242985721428959,348.93617021276594,-1.5,0,2
63,0.5,1,-1.329268292682927,2.5,2.0,-0.8898925401027877,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-12.072463518128817,-607.4074074074073,0.5,0,1
64,-0.5,1,-0.4512195121951219,0.0,2.0,-0.7067434978975238,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.538651347745554,364.44444444444446,-0.5,0,2
65,0.0,5,0.573170731707317,-1.0,2.0,-0.3438716710792711,1,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.8735649817927088,127.13178294573643,0.0,1,2
66,-0.5,2,-0.1463414634146341,0.0,2.0,-0.3949540570004672,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.24186834918542233,234.28571428571425,-1.0,0,2
67,-0.5,2,-1.2804878048780488,0.0,1.3333333333333333,-0.7596947515963246,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-5.328588590487332,-475.3623188405796,-1.0,0,2
68,-0.5,3,-0.6829268292682927,0.0,-0.1666666666666666,-0.707366453823392,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-2.3337270733005364,-52.564102564102555,-1.5,0,2
69,0.0,2,0.2073170731707317,1.0,-0.1666666666666666,-0.5098894253231584,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.42300061227495017,-13.804713804713801,0.0,1,0
70,-0.5,5,-0.0975609756097561,0.0,2.0,-0.3800031147796293,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.15735720281091278,221.6216216216216,-2.5,0,2
71,0.5,1,-0.3292682926829268,1.0,1.1666666666666667,-0.0934433888802367,1,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-0.3632076459915947,173.93939393939394,0.5,0,0
72,0.5,5,0.1951219512195122,-1.0,-0.8333333333333334,-0.598037688833515,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4854234981714405,-69.72789115646259,2.5,1,2
73,0.5,5,0.2195121951219512,0.0,2.0,-0.3585111353371749,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3421917467535927,164.0,2.5,1,2
74,0.0,5,0.0121951219512195,0.0,2.0,-0.0513938638841302,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.012855832876174752,197.59036144578312,0.0,1,2
75,1.0,1,0.2926829268292683,2.5,1.0,-0.531692882728547,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6249807360062294,77.35849056603773,1.0,1,1
76,0.0,1,0.6341463414634146,0.0,2.0,-0.1164927581373617,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.717760207744859,122.38805970149254,0.0,1,2
77,-1.0,3,-0.6829268292682927,-1.0,2.0,-0.735399470487463,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.580973025739675,630.7692307692308,-3.0,0,2
78,-0.5,3,-1.2317073170731707,0.0,2.0,-0.8194985204796761,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-6.823807319177593,-863.1578947368421,-1.5,0,2
79,-0.5,4,0.1097560975609756,0.0,1.8333333333333333,-0.0591808129574832,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.11666013945357132,165.20146520146517,-2.0,1,2
80,-0.5,5,0.524390243902439,-1.0,2.0,-0.1364273477651456,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6072334997470805,131.20000000000002,-2.5,1,2
81,-0.5,4,-0.4146341463414634,-1.0,2.0,-0.6874318641956082,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.3265400367008156,341.66666666666663,-2.0,0,2
82,-1.0,5,-1.0,0.0,1.8333333333333333,-0.7444323314125526,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-3.9128580134064603,96.40336856959615,-5.0,0,2
83,0.0,4,0.0365853658536585,0.0,2.0,-0.3968229247780719,1,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.06065443690842789,192.94117647058823,0.0,1,2
84,0.5,5,-0.6341463414634146,0.0,2.0,-0.8674661267715309,1,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-4.784786907798572,546.6666666666666,2.5,0,2
85,0.0,5,-0.2073170731707317,-1.0,2.0,-0.4482167886622021,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.3757219663644562,252.3076923076923,0.0,0,2
86,-0.5,4,-0.2073170731707317,0.0,1.0,-0.623267403831179,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-0.5503029875276017,126.15384615384615,-2.0,0,2
87,0.0,1,-0.3536585365853658,-1.0,2.0,-0.3859211960753776,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.5759171857506046,309.43396226415086,0.0,0,2
88,1.0,2,0.7804878048780488,0.0,-0.6666666666666666,-0.3659866064475938,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2310273139577381,-37.44292237442922,2.0,1,2
89,-0.5,3,0.1829268292682926,0.0,2.0,-0.5637751129107615,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.41934065359932404,169.0721649484536,-1.5,1,2
90,0.0,1,-0.3414634146341463,1.0,2.0,-0.0837875720292789,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.37269022358760046,303.7037037037037,0.0,0,0
91,0.5,3,-0.4878048780487805,2.5,2.0,-0.954368478430151,1,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-10.690085740447843,390.4761904761905,1.5,0,1
92,0.5,5,0.8780487804878049,0.0,1.8333333333333333,-0.3071172714530447,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.2672401032843774,97.61904761904762,2.5,1,2
93,0.0,4,-0.4756097560975609,-1.0,0.0,-0.9222862482479364,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-6.120020528862595,0.0,0.0,0,2
94,-0.5,3,0.0609756097560975,0.0,1.6666666666666667,-0.2373462077558013,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.07995188691931837,157.08812260536402,-1.5,1,2
95,0.0,1,-0.0121951219512195,1.0,2.0,-0.562529201059025,1,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.027876425079665507,202.46913580246914,0.0,0,0
96,-1.0,3,0.2560975609756097,0.0,2.0,-0.6587758916056689,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.7505259876879916,159.2233009708738,-3.0,1,2
97,-0.5,3,-0.7926829268292683,-1.0,1.8333333333333333,-0.910761563619374,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-8.88275230919849,884.3137254901961,-1.5,0,2
98,0.0,1,0.6951219512195121,-1.0,0.1666666666666666,-0.544463479208846,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.5259412132582864,9.832134292565943,0.0,1,2
99,-0.5,5,-0.8536585365853658,1.0,-0.3333333333333333,-0.9484503971344028,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-16.55994399823155,-227.77777777777771,-2.5,0,0
100,0.0,2,-0.8414634146341463,-1.0,2.0,-0.7886622021491979,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-3.981603968582058,1261.5384615384614,0.0,0,2
101,0.5,3,-0.8658536585365854,-1.0,2.0,-0.720137050303691,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-3.093848826635178,1490.9090909090908,1.5,0,2
102,0.5,5,0.1585365853658536,1.0,2.0,-0.4750038934745367,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.3019766878179015,172.63157894736844,2.5,1,0
103,-1.0,1,-0.0121951219512195,0.0,2.0,-0.4413642734776514,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-0.02183018624164494,202.46913580246914,-1.0,0,2
104,0.5,1,-0.8536585365853658,1.0,2.0,-0.7758916056688989,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-3.809132358175562,1366.6666666666665,0.5,0,0
105,-0.5,3,0.048780487804878,0.0,-0.6666666666666666,-0.5899392617972279,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.11895917667873972,-63.56589147286821,-1.5,1,2
106,0.0,2,-0.8536585365853658,0.0,2.0,-0.7976950630742875,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-4.219662404476239,1366.6666666666665,0.0,0,2
107,-0.5,1,0.2926829268292683,0.0,1.6666666666666667,-0.4750038934745367,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5574954236638183,128.9308176100629,-0.5,1,2
108,0.0,5,0.024390243902439,0.0,2.0,-0.6528578103099206,1,2,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.07026009694821034,195.23809523809524,0.0,1,2
109,0.0,5,0.2926829268292683,0.0,2.0,-0.2778383429372372,1,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.40528727047028934,154.71698113207546,0.0,1,2
110,0.0,1,-0.8902439024390244,0.0,2.0,-0.9029746145460208,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-9.175370943115524,1822.2222222222224,0.0,0,2
111,-0.5,1,-0.6829268292682927,-1.0,-0.8333333333333334,-0.8923843638062607,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-6.345981433765136,-262.8205128205129,-0.5,0,2
112,0.0,2,0.3048780487804878,0.0,2.0,-0.1463946425790375,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3571651069548462,153.27102803738316,0.0,1,2
113,0.0,3,-0.4756097560975609,-1.0,2.0,-0.7266780875253076,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.7401084010840107,381.39534883720927,0.0,0,2
114,-0.5,2,0.5975609756097561,0.0,2.0,-0.414888646628251,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0212773554405759,125.19083969465647,-1.0,1,2
115,-0.5,5,-0.5609756097560976,-1.0,2.0,-0.7889736801121321,1,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-2.6583205832058328,455.5555555555556,-2.5,0,2
116,-0.5,4,-0.4634146341463415,0.0,2.0,-0.7382027721538701,1,2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-1.7701281176999752,372.7272727272727,-2.0,0,2
117,0.0,1,-0.7804878048780488,1.0,2.0,-0.9733686341691326,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-29.30708886036231,911.1111111111112,0.0,0,0
118,0.0,3,0.6219512195121951,-1.0,2.0,-0.5678243264289051,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.439116677653263,123.30827067669172,0.0,1,2
119,-1.0,5,0.5975609756097561,0.0,-0.3333333333333333,-0.3743965114468151,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9551752612373023,-20.865139949109412,-5.0,1,2
120,0.5,1,-0.8414634146341463,0.0,2.0,-0.8603021336240461,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-6.023452157598498,1261.5384615384614,0.5,0,2
121,0.0,2,-0.3780487804878049,0.0,2.0,-0.4385609718112443,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.6733567876594161,321.5686274509804,0.0,0,2
122,-0.5,3,-0.1097560975609756,0.0,2.0,-0.6173493225354306,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-0.286831055123738,224.65753424657535,-1.5,0,2
123,0.0,2,-0.6585365853658537,0.0,2.0,-0.7584488397445881,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-2.726282021040714,585.7142857142858,0.0,0,2
124,-0.5,3,0.4634146341463415,-1.0,2.0,-0.6375953901261485,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2787216870879494,136.66666666666666,-1.5,1,2
125,0.5,5,0.0975609756097561,0.0,0.5,-0.5821523127238748,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.233484541330691,45.55555555555556,2.5,1,2
126,-0.5,3,-0.1341463414634146,-1.0,2.0,-0.1688210559102943,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-0.16139285338890483,230.9859154929577,-1.5,0,2
127,0.0,5,0.073170731707317,0.0,2.0,-0.1971655505372994,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.09114049821390541,186.3636363636364,0.0,1,2
128,-0.5,3,-0.8170731707317073,1.0,2.0,-0.7559570160411151,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-3.3480707270378383,1093.333333333333,-1.5,0,0
129,0.0,4,-0.1707317073170731,1.0,1.5,-0.6506774645693817,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.48875091069234344,180.88235294117646,0.0,0,0
130,0.0,5,0.1219512195121951,1.0,2.0,-0.6612677153091419,1,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.36002242781048494,178.2608695652174,0.0,1,0
131,-0.5,5,-0.4268292682926829,-1.0,1.6666666666666667,-0.8674661267715309,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-3.220529649479808,290.78014184397165,-2.5,0,2
132,-0.5,4,-0.8536585365853658,0.0,2.0,-0.7114156673415356,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,-2.958090374211891,1366.6666666666665,-2.0,0,2
133,0.5,2,0.4024390243902439,0.0,1.6666666666666667,-0.0809842703628718,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4379022158294791,118.84057971014495,1.0,1,2
134,0.5,4,0.8048780487804879,2.5,2.0,-0.1766080049836474,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9775150276564237,110.8108108108108,2.0,1,1
135,-0.5,3,-0.5609756097560976,-1.0,-1.0,-0.722628874007164,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.022472987222854,-227.7777777777778,-1.5,0,2
136,-0.5,5,-0.6951219512195121,0.0,-0.5,-0.7039401962311167,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.347910599042866,-163.99999999999997,-2.5,0,2
137,-0.5,3,-0.3048780487804878,1.0,2.0,-0.6045787260551316,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.7710208551475038,287.719298245614,-1.5,0,0
138,-0.5,5,-0.6341463414634146,-1.0,0.0,-0.750661890671235,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-2.5433189622339696,0.0,-2.5,0,2
139,0.0,1,-0.0853658536585365,2.0,2.0,-0.5450864351347142,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.1876529087098469,218.66666666666666,0.0,0,0
140,0.5,1,0.2804878048780488,-1.0,0.5,-0.0900171312879613,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3082341596991188,39.04761904761905,0.5,1,2
141,0.0,4,0.6097560975609756,0.0,2.0,-0.6631365830867466,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.8100988915575702,124.24242424242425,0.0,1,2
142,0.5,4,-0.7926829268292683,0.0,2.0,-0.7799408191870425,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.6021352251739076,964.7058823529413,2.0,0,2
143,0.5,5,-0.6341463414634146,0.0,2.0,-0.8369412864039869,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-3.889067486663405,546.6666666666666,2.5,0,2
