ID,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Product_importance_encoded,Warehouse_block_B,Warehouse_block_C,Warehouse_block_D,Warehouse_block_F,Mode_of_Shipment_Road,Mode_of_Shipment_Ship,Gender_M
24,0.0,3,-0.0365853658536585,0.0,0.8333333333333334,-0.0707054975860457,1,2,0.0,0.0,0.0,1.0,0.0,1.0,1.0
25,0.0,5,0.4512195121951219,-1.0,2.0,-0.1831490422052639,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0
26,-0.5,1,0.1341463414634146,1.0,2.0,-0.2033951097959819,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
27,0.0,1,-0.5121951219512195,0.0,2.0,-0.9602865597258994,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28,0.5,1,-0.6341463414634146,0.0,2.0,-0.8453511914032082,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
29,-1.0,3,0.2439024390243902,1.0,2.0,-0.3161501323781343,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
30,0.5,4,-0.3780487804878049,-1.0,2.0,-0.1027877277682604,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
31,-0.5,4,0.6341463414634146,-1.0,2.0,-0.4385609718112443,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0
32,0.5,3,0.524390243902439,-1.0,2.0,-0.2516741940507709,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
33,-0.5,1,0.1097560975609756,0.0,2.0,-0.1102631988786793,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
34,0.0,2,0.2439024390243902,0.0,-0.5,-0.2765924310855007,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
35,0.0,2,0.1585365853658536,1.0,2.0,-0.5260862793957327,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
36,0.5,4,-0.7926829268292683,0.0,2.0,-0.7282354773399782,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
37,-0.5,5,-0.9390243902439024,1.0,2.0,-0.8322691169599751,1,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0
38,-1.0,4,-0.4024390243902439,2.5,1.5,-0.1694440118361626,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
39,0.5,1,0.0121951219512195,1.0,2.0,-0.0760006229559258,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
40,0.0,2,0.6707317073170732,2.0,2.0,-0.5500700825416602,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
41,0.5,1,0.1585365853658536,-1.0,1.3333333333333333,-0.1093287649898769,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
42,0.5,5,-0.9146341463414634,1.0,2.0,-0.8983024451020091,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0
43,-0.5,5,-0.9390243902439024,-1.0,2.0,-0.7793178632611742,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0
44,-0.5,1,-0.4878048780487805,-1.0,2.0,-0.8076623578881794,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
45,-0.5,1,-0.7682926829268293,-1.0,2.0,-0.8786793334371593,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
46,0.5,1,-0.048780487804878,0.0,0.3333333333333333,-0.3753309453356175,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
47,-0.5,4,-0.5487804878048781,1.0,2.0,-0.9045320043606916,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
48,0.5,1,-0.6585365853658537,-1.0,2.0,-0.801432798629497,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
49,0.5,4,-0.2926829268292683,-1.0,0.3333333333333333,-0.1233452733219124,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0
50,0.5,3,0.024390243902439,0.0,2.0,-0.6238903597570472,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
51,0.0,1,-0.3780487804878049,0.0,2.0,-0.656284067902196,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
52,0.0,4,-0.8902439024390244,0.0,2.0,-0.7519078025229715,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
53,0.0,3,-0.5975609756097561,0.0,2.0,-0.8811711571406323,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
54,-1.0,1,-0.5365853658536586,0.0,2.0,-0.9409749260239838,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
55,0.0,3,-0.1341463414634146,0.0,0.8333333333333334,-0.1900015573898146,1,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0
56,-1.0,5,0.3902439024390244,2.0,2.0,-0.5332502725432176,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
57,-0.5,3,0.2926829268292683,0.0,2.0,-0.3279862949696309,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
58,-0.5,3,-0.2560975609756097,0.0,2.0,-0.2167886622021492,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
59,0.5,5,-0.8902439024390244,0.0,2.0,-0.8665316928827286,1,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0
60,0.0,1,-0.7804878048780488,0.0,1.6666666666666667,-0.6933499454913565,1,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
61,-0.5,1,0.0853658536585365,0.0,2.0,-0.4220526397757358,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
62,-0.5,3,-0.4268292682926829,0.0,2.0,-0.93163058713596,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0
63,0.5,1,-1.329268292682927,2.5,2.0,-0.8898925401027877,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
64,-0.5,1,-0.4512195121951219,0.0,2.0,-0.7067434978975238,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
65,0.0,5,0.573170731707317,-1.0,2.0,-0.3438716710792711,1,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0
66,-0.5,2,-0.1463414634146341,0.0,2.0,-0.3949540570004672,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
67,-0.5,2,-1.2804878048780488,0.0,1.3333333333333333,-0.7596947515963246,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0
68,-0.5,3,-0.6829268292682927,0.0,-0.1666666666666666,-0.707366453823392,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
69,0.0,2,0.2073170731707317,1.0,-0.1666666666666666,-0.5098894253231584,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70,-0.5,5,-0.0975609756097561,0.0,2.0,-0.3800031147796293,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
71,0.5,1,-0.3292682926829268,1.0,1.1666666666666667,-0.0934433888802367,1,2,0.0,1.0,0.0,0.0,0.0,1.0,1.0
72,0.5,5,0.1951219512195122,-1.0,-0.8333333333333334,-0.598037688833515,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
73,0.5,5,0.2195121951219512,0.0,2.0,-0.3585111353371749,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0
74,0.0,5,0.0121951219512195,0.0,2.0,-0.0513938638841302,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
75,1.0,1,0.2926829268292683,2.5,1.0,-0.531692882728547,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
76,0.0,1,0.6341463414634146,0.0,2.0,-0.1164927581373617,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
77,-1.0,3,-0.6829268292682927,-1.0,2.0,-0.735399470487463,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
78,-0.5,3,-1.2317073170731707,0.0,2.0,-0.8194985204796761,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
79,-0.5,4,0.1097560975609756,0.0,1.8333333333333333,-0.0591808129574832,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
80,-0.5,5,0.524390243902439,-1.0,2.0,-0.1364273477651456,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
81,-0.5,4,-0.4146341463414634,-1.0,2.0,-0.6874318641956082,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
82,-1.0,5,-1.0,0.0,1.8333333333333333,-0.7444323314125526,1,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
83,0.0,4,0.0365853658536585,0.0,2.0,-0.3968229247780719,1,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0
84,0.5,5,-0.6341463414634146,0.0,2.0,-0.8674661267715309,1,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
85,0.0,5,-0.2073170731707317,-1.0,2.0,-0.4482167886622021,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0
86,-0.5,4,-0.2073170731707317,0.0,1.0,-0.623267403831179,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0
87,0.0,1,-0.3536585365853658,-1.0,2.0,-0.3859211960753776,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
88,1.0,2,0.7804878048780488,0.0,-0.6666666666666666,-0.3659866064475938,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
89,-0.5,3,0.1829268292682926,0.0,2.0,-0.5637751129107615,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
90,0.0,1,-0.3414634146341463,1.0,2.0,-0.0837875720292789,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
91,0.5,3,-0.4878048780487805,2.5,2.0,-0.954368478430151,1,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0
92,0.5,5,0.8780487804878049,0.0,1.8333333333333333,-0.3071172714530447,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
93,0.0,4,-0.4756097560975609,-1.0,0.0,-0.9222862482479364,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
94,-0.5,3,0.0609756097560975,0.0,1.6666666666666667,-0.2373462077558013,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
95,0.0,1,-0.0121951219512195,1.0,2.0,-0.562529201059025,1,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0
96,-1.0,3,0.2560975609756097,0.0,2.0,-0.6587758916056689,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
97,-0.5,3,-0.7926829268292683,-1.0,1.8333333333333333,-0.910761563619374,1,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0
98,0.0,1,0.6951219512195121,-1.0,0.1666666666666666,-0.544463479208846,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
99,-0.5,5,-0.8536585365853658,1.0,-0.3333333333333333,-0.9484503971344028,1,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0
100,0.0,2,-0.8414634146341463,-1.0,2.0,-0.7886622021491979,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
101,0.5,3,-0.8658536585365854,-1.0,2.0,-0.720137050303691,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0
102,0.5,5,0.1585365853658536,1.0,2.0,-0.4750038934745367,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
103,-1.0,1,-0.0121951219512195,0.0,2.0,-0.4413642734776514,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
104,0.5,1,-0.8536585365853658,1.0,2.0,-0.7758916056688989,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
105,-0.5,3,0.048780487804878,0.0,-0.6666666666666666,-0.5899392617972279,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
106,0.0,2,-0.8536585365853658,0.0,2.0,-0.7976950630742875,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
107,-0.5,1,0.2926829268292683,0.0,1.6666666666666667,-0.4750038934745367,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
108,0.0,5,0.024390243902439,0.0,2.0,-0.6528578103099206,1,2,0.0,0.0,0.0,1.0,0.0,1.0,1.0
109,0.0,5,0.2926829268292683,0.0,2.0,-0.2778383429372372,1,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0
110,0.0,1,-0.8902439024390244,0.0,2.0,-0.9029746145460208,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0
111,-0.5,1,-0.6829268292682927,-1.0,-0.8333333333333334,-0.8923843638062607,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
112,0.0,2,0.3048780487804878,0.0,2.0,-0.1463946425790375,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
113,0.0,3,-0.4756097560975609,-1.0,2.0,-0.7266780875253076,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
114,-0.5,2,0.5975609756097561,0.0,2.0,-0.414888646628251,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
115,-0.5,5,-0.5609756097560976,-1.0,2.0,-0.7889736801121321,1,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0
116,-0.5,4,-0.4634146341463415,0.0,2.0,-0.7382027721538701,1,2,0.0,0.0,0.0,1.0,1.0,0.0,1.0
117,0.0,1,-0.7804878048780488,1.0,2.0,-0.9733686341691326,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0
118,0.0,3,0.6219512195121951,-1.0,2.0,-0.5678243264289051,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
119,-1.0,5,0.5975609756097561,0.0,-0.3333333333333333,-0.3743965114468151,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
120,0.5,1,-0.8414634146341463,0.0,2.0,-0.8603021336240461,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
121,0.0,2,-0.3780487804878049,0.0,2.0,-0.4385609718112443,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
122,-0.5,3,-0.1097560975609756,0.0,2.0,-0.6173493225354306,1,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0
123,0.0,2,-0.6585365853658537,0.0,2.0,-0.7584488397445881,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
124,-0.5,3,0.4634146341463415,-1.0,2.0,-0.6375953901261485,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0
125,0.5,5,0.0975609756097561,0.0,0.5,-0.5821523127238748,1,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
126,-0.5,3,-0.1341463414634146,-1.0,2.0,-0.1688210559102943,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
127,0.0,5,0.073170731707317,0.0,2.0,-0.1971655505372994,1,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0
128,-0.5,3,-0.8170731707317073,1.0,2.0,-0.7559570160411151,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
129,0.0,4,-0.1707317073170731,1.0,1.5,-0.6506774645693817,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0
130,0.0,5,0.1219512195121951,1.0,2.0,-0.6612677153091419,1,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0
131,-0.5,5,-0.4268292682926829,-1.0,1.6666666666666667,-0.8674661267715309,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
132,-0.5,4,-0.8536585365853658,0.0,2.0,-0.7114156673415356,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
133,0.5,2,0.4024390243902439,0.0,1.6666666666666667,-0.0809842703628718,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
134,0.5,4,0.8048780487804879,2.5,2.0,-0.1766080049836474,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
135,-0.5,3,-0.5609756097560976,-1.0,-1.0,-0.722628874007164,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,-0.5,5,-0.6951219512195121,0.0,-0.5,-0.7039401962311167,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
137,-0.5,3,-0.3048780487804878,1.0,2.0,-0.6045787260551316,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
138,-0.5,5,-0.6341463414634146,-1.0,0.0,-0.750661890671235,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
139,0.0,1,-0.0853658536585365,2.0,2.0,-0.5450864351347142,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
140,0.5,1,0.2804878048780488,-1.0,0.5,-0.0900171312879613,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
141,0.0,4,0.6097560975609756,0.0,2.0,-0.6631365830867466,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
142,0.5,4,-0.7926829268292683,0.0,2.0,-0.7799408191870425,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
143,0.5,5,-0.6341463414634146,0.0,2.0,-0.8369412864039869,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
144,-1.0,1,-0.1097560975609756,1.0,2.0,-0.620775580127706,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
145,-1.0,1,-0.6829268292682927,0.0,2.0,-0.8126460052951253,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
146,-1.0,2,0.4146341463414634,-1.0,2.0,-0.1376732596168821,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
147,-0.5,5,-0.2804878048780488,0.0,2.0,-0.1242797072107148,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
148,0.0,3,-0.8292682926829268,1.0,2.0,-0.7179567045631522,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0
149,-0.5,3,-0.9634146341463414,0.0,2.0,-0.8282199034418315,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
150,0.5,1,-0.7926829268292683,0.0,2.0,-0.961532471577636,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
151,0.0,4,0.073170731707317,-1.0,0.0,-0.4977417847687276,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
152,0.5,3,-1.4146341463414631,2.0,2.0,-0.8970565332502726,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0
153,-0.5,4,-1.4268292682926829,1.0,2.0,-0.9067123501012304,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
154,-0.5,3,-0.3780487804878049,-1.0,2.0,-0.0675907179567045,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
155,-0.5,3,-0.6341463414634146,0.0,0.1666666666666666,-0.7101697554897991,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
156,0.5,1,-1.2195121951219512,1.0,2.0,-0.8428593676997352,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
157,1.0,3,0.7439024390243902,2.0,2.0,-0.516430462544775,1,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
158,-0.5,2,-0.1341463414634146,-1.0,2.0,-0.0946893007319732,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
159,0.5,5,-0.1097560975609756,-1.0,2.0,-0.1488864662825105,1,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
160,-0.5,3,-0.7926829268292683,0.0,2.0,-0.6861859523438717,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
161,-1.0,2,-1.2439024390243902,1.0,2.0,-0.9378601463946424,1,1,0.0,1.0,0.0,0.0,0.0,1.0,1.0
162,-0.5,1,-0.0853658536585365,0.0,2.0,-0.2077558012770596,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
163,0.0,1,0.573170731707317,1.0,2.0,-0.2248870892384364,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
164,0.5,2,0.7317073170731707,0.0,-0.1666666666666666,-0.2410839433110107,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0
165,-0.5,5,-0.8902439024390244,-1.0,2.0,-0.7653013549291388,1,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
166,-0.5,3,-0.5853658536585366,1.0,1.6666666666666667,-0.8257280797383585,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
167,0.5,2,-0.8902439024390244,0.0,2.0,-0.974614546020869,1,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0
168,0.0,5,-0.7560975609756098,0.0,2.0,-0.7600062295592587,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
169,0.0,2,0.4390243902439024,0.0,2.0,-0.5204796760629186,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
170,0.0,3,-0.6463414634146342,0.0,2.0,-0.7288584332658464,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
171,0.0,3,-0.3536585365853658,0.0,0.5,-0.5874474380937549,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
172,0.0,4,-0.4634146341463415,1.0,2.0,-0.9509422208378756,1,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0
173,-0.5,4,-0.8048780487804879,0.0,2.0,-0.8095312256657842,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
174,-0.5,2,0.6829268292682927,0.0,2.0,-0.4354461921819031,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
175,-0.5,3,0.3414634146341463,0.0,2.0,-0.0666562840679022,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
176,0.0,4,-0.7804878048780488,-1.0,-0.6666666666666666,-0.8920728858433266,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0
177,0.0,5,-0.2682926829268293,0.0,2.0,-0.0862793957327519,1,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
178,0.0,5,-1.195121951219512,0.0,2.0,-0.8830400249182371,1,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
179,-0.5,3,-0.2682926829268293,0.0,-0.8333333333333334,-0.0479676062918548,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0
180,0.5,5,0.5,1.0,-0.6666666666666666,-0.2208378757202928,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0
181,0.0,1,-0.6463414634146342,2.5,1.8333333333333333,-0.8892695841769195,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0
182,0.0,5,-0.6951219512195121,0.0,2.0,-0.8291543373306338,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
183,-0.5,2,-0.6097560975609756,2.5,2.0,-0.6880548201214765,1,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
184,-0.5,5,-0.6341463414634146,2.5,1.5,-0.9646472512069773,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0
185,-0.5,3,-0.8292682926829268,-1.0,2.0,-0.829465815293568,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
186,-0.5,2,-0.0609756097560975,0.0,2.0,-0.3575767014483725,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0
187,0.5,4,-0.975609756097561,-1.0,2.0,-0.8606136115869802,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0
188,-1.0,1,0.0975609756097561,-1.0,-0.3333333333333333,-0.1155583242485594,1,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0
189,-1.0,5,-0.9146341463414634,0.0,2.0,-0.908269739915901,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
190,-1.0,4,-0.975609756097561,0.0,2.0,-0.8515807506618907,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
191,-1.0,5,-1.024390243902439,0.0,1.5,-0.9521881326896122,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
192,-1.0,5,-0.9878048780487804,0.0,2.0,-0.7952032393708145,1,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
193,-1.0,4,-0.902439024390244,0.0,0.0,-0.8528266625136272,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
194,-1.0,2,-0.6829268292682927,0.0,2.0,-0.6793334371593209,1,0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
195,0.0,2,0.6829268292682927,1.0,2.0,-0.7515963245600373,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
196,-1.0,5,-0.902439024390244,0.0,2.0,-0.9714997663915278,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
197,-1.0,2,-0.9634146341463414,0.0,1.3333333333333333,-0.875253075844884,1,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
